saldo_cuenta,meses,historia_crediticia,uso,cantidad,saldo_cuenta_ahorro,años_trabajando,tasa_de_interes,genero_estado_civil,aval,años_actual_domicilio,activos,edad,planes_de_pago,casa,numero_creditos,situacion_laboral,dependientes_economicos,telefono,extranjero,credito_pagado
mas_de_200,10,pago_algun_credito,coche_nuevo,3949,menor_100,menor_a_1,1,hombre_soltero,aval,1,seguro_vida,37,,propia,1,obrero,2,0,1,1
sin_cuenta,15,no_ha_pagado,TV,1459,menor_100,1_a_4,4,mujer_no_soltera,,2,otro_tipo,43,,propia,1,obrero,1,0,1,1
cero_a_200,13,no_ha_pagado,TV,882,menor_100,menor_a_1,4,hombre_soltero,aval,4,bienes_raices,23,,propia,2,gobierno,1,0,1,1
cero_a_200,24,pago_algun_credito,TV,3758,500_a_1000,desempleado,1,mujer_no_soltera,,4,sin_activos,23,,renta,1,desempleado,1,0,1,1
sin_cuenta,6,pago_retrasado,poner_negocio,1743,100_a_500,1_a_4,1,hombre_soltero,,2,bienes_raices,34,,propia,2,obrero,1,0,1,1
cero_a_200,9,no_ha_pagado,colegiaturas,1136,mas_de_1000,mas_de_7,4,hombre_soltero,,3,sin_activos,32,,prestada,2,gobierno,2,0,1,0
sin_cuenta,9,pago_algun_credito,utensilios_hogar,1236,menor_100,menor_a_1,1,mujer_no_soltera,,4,bienes_raices,23,,renta,1,gobierno,1,1,1,1
cero_a_200,9,pago_algun_credito,mobiliario,959,menor_100,1_a_4,1,mujer_no_soltera,,2,otro_tipo,29,,propia,1,gobierno,1,0,0,0
sin_cuenta,18,no_ha_pagado,coche_usado,3229,,desempleado,2,hombre_soltero,,4,sin_activos,38,,propia,1,administrativo,1,1,1,1
menor_a_cero,12,sin_creditos,TV,6199,menor_100,1_a_4,4,hombre_soltero,,2,seguro_vida,28,,renta,2,gobierno,1,1,1,0
sin_cuenta,10,pago_algun_credito,colegiaturas,727,500_a_1000,mas_de_7,4,hombre_soltero,,4,sin_activos,46,,prestada,1,gobierno,1,1,1,1
cero_a_200,24,pago_algun_credito,coche_nuevo,1246,menor_100,menor_a_1,4,hombre_soltero,,2,bienes_raices,23,departamental,propia,1,obrero,1,0,1,0
sin_cuenta,12,no_ha_pagado,TV,2331,,mas_de_7,1,hombre_soltero,,4,bienes_raices,49,,propia,1,gobierno,1,1,1,1
sin_cuenta,36,pago_retrasado,TV,4463,menor_100,1_a_4,4,hombre_soltero,,2,otro_tipo,26,,propia,2,administrativo,1,1,1,0
sin_cuenta,12,pago_algun_credito,TV,776,menor_100,1_a_4,4,hombre_divorciado,,2,bienes_raices,28,,propia,1,gobierno,1,0,1,1
menor_a_cero,30,pago_algun_credito,mobiliario,2406,menor_100,4_a_7,4,mujer_no_soltera,,4,bienes_raices,23,,renta,1,gobierno,1,0,1,0
cero_a_200,18,pago_algun_credito,colegiaturas,1239,,1_a_4,4,hombre_soltero,,4,sin_activos,61,,prestada,1,gobierno,1,0,1,1
mas_de_200,12,pago_algun_credito,TV,3399,,mas_de_7,2,hombre_soltero,,3,otro_tipo,37,,propia,1,administrativo,1,0,1,1
mas_de_200,12,pago_retrasado,coche_nuevo,2247,menor_100,1_a_4,2,mujer_no_soltera,,2,otro_tipo,36,departamental,propia,2,gobierno,1,1,1,1
sin_cuenta,6,pago_algun_credito,mobiliario,1766,menor_100,1_a_4,1,hombre_divorciado,,2,seguro_vida,21,,renta,1,gobierno,1,0,1,1
menor_a_cero,18,pago_algun_credito,mobiliario,2473,menor_100,desempleado,4,hombre_soltero,,1,otro_tipo,25,,propia,1,desempleado,1,0,1,0
sin_cuenta,12,pago_algun_credito,poner_negocio,1542,menor_100,4_a_7,2,hombre_soltero,,4,otro_tipo,36,,propia,1,gobierno,1,1,1,1
sin_cuenta,18,no_ha_pagado,coche_usado,3850,menor_100,4_a_7,3,hombre_soltero,,1,otro_tipo,27,,propia,2,gobierno,1,0,1,1
menor_a_cero,18,pago_algun_credito,mobiliario,3650,menor_100,menor_a_1,1,mujer_no_soltera,,4,otro_tipo,22,,renta,1,gobierno,1,0,1,1
menor_a_cero,36,pago_algun_credito,mobiliario,3446,menor_100,mas_de_7,4,hombre_soltero,,2,otro_tipo,42,,propia,1,gobierno,2,0,1,0
cero_a_200,18,pago_algun_credito,mobiliario,3001,menor_100,4_a_7,2,mujer_no_soltera,,4,bienes_raices,40,,renta,1,gobierno,1,0,1,1
sin_cuenta,36,pago_algun_credito,coche_nuevo,3079,,1_a_4,4,hombre_soltero,,4,bienes_raices,36,,propia,1,gobierno,1,0,1,1
sin_cuenta,18,no_ha_pagado,TV,6070,menor_100,mas_de_7,3,hombre_soltero,,4,otro_tipo,33,,propia,2,gobierno,1,1,1,1
sin_cuenta,10,no_ha_pagado,mobiliario,2146,menor_100,menor_a_1,1,mujer_no_soltera,,3,bienes_raices,23,,renta,2,gobierno,1,0,1,1
sin_cuenta,60,no_ha_pagado,coche_nuevo,13756,,mas_de_7,2,hombre_soltero,,4,sin_activos,63,bancario,prestada,1,administrativo,1,1,1,1
cero_a_200,60,pago_todos,otros,14782,100_a_500,mas_de_7,3,mujer_no_soltera,,4,sin_activos,60,bancario,prestada,2,administrativo,1,1,1,0
menor_a_cero,48,pago_todos,poner_negocio,7685,menor_100,4_a_7,2,mujer_no_soltera,aval,4,otro_tipo,37,,renta,1,gobierno,1,0,1,0
sin_cuenta,18,pago_retrasado,TV,2320,menor_100,desempleado,2,hombre_divorciado,,3,bienes_raices,34,,propia,2,gobierno,1,0,1,1
sin_cuenta,7,pago_retrasado,TV,846,,mas_de_7,3,hombre_soltero,,4,sin_activos,36,,prestada,1,gobierno,1,0,1,1
cero_a_200,36,pago_algun_credito,coche_nuevo,14318,menor_100,mas_de_7,4,hombre_soltero,,2,sin_activos,57,,prestada,1,administrativo,1,1,1,0
sin_cuenta,6,no_ha_pagado,coche_nuevo,362,100_a_500,1_a_4,4,mujer_no_soltera,,4,otro_tipo,52,,propia,2,obrero,1,0,1,1
menor_a_cero,20,pago_algun_credito,mobiliario,2212,,4_a_7,4,hombre_soltero,,4,otro_tipo,39,,propia,1,gobierno,1,1,1,1
cero_a_200,18,pago_algun_credito,coche_usado,12976,menor_100,desempleado,3,mujer_no_soltera,,4,sin_activos,38,,prestada,1,administrativo,1,1,1,0
sin_cuenta,22,pago_algun_credito,coche_nuevo,1283,,4_a_7,4,mujer_no_soltera,,4,seguro_vida,25,,renta,1,gobierno,1,0,1,1
mas_de_200,12,pago_algun_credito,coche_nuevo,1330,menor_100,menor_a_1,4,hombre_soltero,,1,bienes_raices,26,,propia,1,gobierno,1,0,1,1
sin_cuenta,30,pago_retrasado,poner_negocio,4272,100_a_500,1_a_4,2,hombre_soltero,,2,seguro_vida,26,,propia,2,obrero,1,0,1,1
sin_cuenta,18,no_ha_pagado,TV,2238,menor_100,1_a_4,2,mujer_no_soltera,,1,otro_tipo,25,,propia,2,gobierno,1,0,1,1
sin_cuenta,18,pago_algun_credito,TV,1126,,menor_a_1,4,mujer_no_soltera,,2,bienes_raices,21,,renta,1,gobierno,1,1,1,1
cero_a_200,18,no_ha_pagado,mobiliario,7374,menor_100,desempleado,4,hombre_soltero,,4,seguro_vida,40,departamental,propia,2,administrativo,1,1,1,1
cero_a_200,15,no_ha_pagado,poner_negocio,2326,500_a_1000,1_a_4,2,hombre_soltero,,4,otro_tipo,27,bancario,propia,1,gobierno,1,0,1,1
sin_cuenta,9,pago_algun_credito,poner_negocio,1449,menor_100,4_a_7,3,mujer_no_soltera,,2,otro_tipo,27,,propia,2,gobierno,1,0,1,1
sin_cuenta,18,pago_algun_credito,coche_nuevo,1820,menor_100,1_a_4,2,hombre_divorciado,,2,seguro_vida,30,,propia,1,administrativo,1,1,1,1
cero_a_200,12,pago_algun_credito,mobiliario,983,mas_de_1000,menor_a_1,1,mujer_no_soltera,,4,bienes_raices,19,,renta,1,obrero,1,0,1,1
menor_a_cero,36,pago_algun_credito,coche_nuevo,3249,menor_100,4_a_7,2,hombre_soltero,,4,sin_activos,39,bancario,prestada,1,administrativo,2,1,1,1
menor_a_cero,6,no_ha_pagado,TV,1957,menor_100,4_a_7,1,mujer_no_soltera,,4,otro_tipo,31,,propia,1,gobierno,1,0,1,1
sin_cuenta,9,no_ha_pagado,mobiliario,2406,menor_100,desempleado,2,hombre_soltero,,3,otro_tipo,31,,propia,1,administrativo,1,0,1,1
cero_a_200,39,pago_retrasado,colegiaturas,11760,100_a_500,4_a_7,2,hombre_soltero,,3,sin_activos,32,,renta,1,gobierno,1,1,1,1
menor_a_cero,12,pago_algun_credito,mobiliario,2578,menor_100,desempleado,3,mujer_no_soltera,,4,sin_activos,55,,prestada,1,administrativo,1,0,1,1
menor_a_cero,36,no_ha_pagado,mobiliario,2348,menor_100,1_a_4,3,hombre_divorciado,,2,seguro_vida,46,,propia,2,gobierno,1,1,1,1
cero_a_200,12,pago_algun_credito,coche_nuevo,1223,menor_100,mas_de_7,1,hombre_divorciado,,1,bienes_raices,46,,renta,2,gobierno,1,0,1,0
sin_cuenta,24,no_ha_pagado,TV,1516,mas_de_1000,1_a_4,4,mujer_no_soltera,,1,bienes_raices,43,,propia,2,obrero,1,0,1,1
sin_cuenta,18,pago_algun_credito,TV,1473,menor_100,menor_a_1,3,hombre_divorciado,,4,bienes_raices,39,,propia,1,gobierno,1,1,1,1
cero_a_200,18,no_ha_pagado,poner_negocio,1887,,1_a_4,4,hombre_divorciado,,4,bienes_raices,28,bancario,propia,2,gobierno,1,0,1,1
sin_cuenta,24,pago_retrasado,poner_negocio,8648,menor_100,menor_a_1,2,hombre_soltero,,2,otro_tipo,27,bancario,propia,2,gobierno,1,1,1,0
sin_cuenta,14,pago_retrasado,coche_nuevo,802,menor_100,1_a_4,4,hombre_soltero,,2,otro_tipo,27,,propia,2,obrero,1,0,1,1
cero_a_200,18,pago_retrasado,coche_nuevo,2899,,mas_de_7,4,hombre_soltero,,4,otro_tipo,43,,propia,1,gobierno,2,0,1,1
cero_a_200,24,pago_algun_credito,TV,2039,menor_100,menor_a_1,1,hombre_divorciado,,1,seguro_vida,22,,propia,1,gobierno,1,1,1,0
sin_cuenta,24,no_ha_pagado,coche_usado,2197,,4_a_7,4,hombre_soltero,,4,otro_tipo,43,,propia,2,gobierno,2,1,1,1
menor_a_cero,15,pago_algun_credito,TV,1053,menor_100,menor_a_1,4,hombre_divorciado,,2,bienes_raices,27,,propia,1,gobierno,1,0,0,1
sin_cuenta,24,pago_algun_credito,TV,3235,500_a_1000,mas_de_7,3,hombre_divorciado,,2,otro_tipo,26,,propia,1,administrativo,1,1,1,1
mas_de_200,12,no_ha_pagado,coche_nuevo,939,500_a_1000,4_a_7,4,hombre_divorciado,,2,bienes_raices,28,,propia,3,gobierno,1,1,1,0
cero_a_200,24,pago_algun_credito,TV,1967,menor_100,mas_de_7,4,mujer_no_soltera,,4,otro_tipo,20,,propia,1,gobierno,1,1,1,1
sin_cuenta,33,no_ha_pagado,coche_usado,7253,menor_100,4_a_7,3,hombre_soltero,,2,otro_tipo,35,,propia,2,administrativo,1,1,1,1
sin_cuenta,12,no_ha_pagado,poner_negocio,2292,menor_100,desempleado,4,hombre_soltero,,2,otro_tipo,42,departamental,propia,2,administrativo,1,1,1,0
sin_cuenta,10,pago_algun_credito,coche_nuevo,1597,500_a_1000,1_a_4,3,hombre_soltero,,2,sin_activos,40,,renta,1,obrero,2,0,0,1
menor_a_cero,24,pago_algun_credito,coche_nuevo,1381,,1_a_4,4,mujer_no_soltera,,2,seguro_vida,35,,propia,1,gobierno,1,0,1,0
sin_cuenta,36,no_ha_pagado,coche_usado,5842,menor_100,mas_de_7,2,hombre_soltero,,2,seguro_vida,35,,propia,2,gobierno,2,1,1,1
menor_a_cero,12,pago_algun_credito,coche_nuevo,2579,menor_100,menor_a_1,4,hombre_soltero,,1,bienes_raices,33,,propia,1,obrero,2,0,1,0
menor_a_cero,18,pago_retrasado,colegiaturas,8471,,1_a_4,1,mujer_no_soltera,,2,otro_tipo,23,,renta,2,gobierno,1,1,1,1
sin_cuenta,21,pago_algun_credito,coche_nuevo,2782,500_a_1000,4_a_7,1,mujer_no_soltera,,2,otro_tipo,31,bancario,propia,1,administrativo,1,0,1,1
cero_a_200,18,pago_algun_credito,coche_nuevo,1042,,1_a_4,4,mujer_no_soltera,,2,seguro_vida,33,,propia,1,gobierno,1,0,1,0
sin_cuenta,15,pago_algun_credito,coche_nuevo,3186,mas_de_1000,4_a_7,2,mujer_no_soltera,,3,otro_tipo,20,,renta,1,gobierno,1,0,1,1
cero_a_200,12,pago_algun_credito,coche_usado,2028,,1_a_4,4,hombre_soltero,,2,otro_tipo,30,,propia,1,gobierno,1,0,1,1
cero_a_200,12,no_ha_pagado,coche_nuevo,958,menor_100,4_a_7,2,hombre_soltero,,3,bienes_raices,47,,propia,2,obrero,2,0,1,1
sin_cuenta,21,pago_retrasado,mobiliario,1591,100_a_500,4_a_7,4,hombre_soltero,,3,bienes_raices,34,,propia,2,administrativo,1,0,1,1
cero_a_200,12,pago_algun_credito,mobiliario,2762,,mas_de_7,1,mujer_no_soltera,,2,seguro_vida,25,bancario,propia,1,gobierno,1,1,1,0
cero_a_200,18,pago_algun_credito,coche_usado,2779,menor_100,1_a_4,1,hombre_divorciado,,3,otro_tipo,21,,renta,1,gobierno,1,1,1,1
sin_cuenta,28,no_ha_pagado,TV,2743,menor_100,mas_de_7,4,hombre_soltero,,2,otro_tipo,29,,propia,2,gobierno,1,0,1,1
sin_cuenta,18,no_ha_pagado,TV,1149,mas_de_1000,1_a_4,4,hombre_soltero,,3,bienes_raices,46,,propia,2,gobierno,1,0,1,1
sin_cuenta,9,pago_algun_credito,mobiliario,1313,menor_100,mas_de_7,1,hombre_soltero,,4,otro_tipo,20,,propia,1,gobierno,1,0,1,1
menor_a_cero,18,no_ha_pagado,reparaciones,1190,menor_100,desempleado,2,mujer_no_soltera,,4,sin_activos,55,,prestada,3,desempleado,2,0,1,0
sin_cuenta,5,pago_algun_credito,poner_negocio,3448,menor_100,4_a_7,1,hombre_soltero,,4,bienes_raices,74,,propia,1,obrero,1,0,1,1
cero_a_200,24,pago_algun_credito,otros,11328,menor_100,1_a_4,2,hombre_soltero,,3,otro_tipo,29,bancario,propia,2,administrativo,1,1,1,0
menor_a_cero,6,no_ha_pagado,mobiliario,1872,menor_100,desempleado,4,hombre_soltero,,4,sin_activos,36,,prestada,3,administrativo,1,1,1,1
sin_cuenta,24,no_ha_pagado,reparaciones,2058,menor_100,1_a_4,4,hombre_divorciado,,2,bienes_raices,33,,propia,2,gobierno,1,1,1,1
menor_a_cero,9,pago_algun_credito,mobiliario,2136,menor_100,1_a_4,3,hombre_soltero,,2,bienes_raices,25,,propia,1,gobierno,1,0,1,1
cero_a_200,12,pago_algun_credito,TV,1484,,1_a_4,2,hombre_divorciado,,1,bienes_raices,25,,propia,1,gobierno,1,1,1,0
sin_cuenta,6,pago_algun_credito,reparaciones,660,500_a_1000,4_a_7,2,hombre_divorciado,,4,bienes_raices,23,,renta,1,obrero,1,0,1,1
sin_cuenta,24,no_ha_pagado,coche_nuevo,1287,mas_de_1000,mas_de_7,4,mujer_no_soltera,,4,bienes_raices,37,,propia,2,gobierno,1,1,1,1
menor_a_cero,42,no_ha_pagado,reparaciones,3394,menor_100,desempleado,4,hombre_soltero,,4,otro_tipo,65,,propia,2,desempleado,1,0,1,1
mas_de_200,12,pago_todos,poner_negocio,609,menor_100,menor_a_1,4,mujer_no_soltera,,1,bienes_raices,26,,propia,1,desempleado,1,0,1,0
sin_cuenta,12,pago_algun_credito,coche_nuevo,1884,menor_100,mas_de_7,4,hombre_soltero,,4,otro_tipo,39,,propia,1,administrativo,1,1,1,1
menor_a_cero,12,pago_algun_credito,mobiliario,1620,menor_100,1_a_4,2,mujer_no_soltera,,3,seguro_vida,30,,propia,1,gobierno,1,0,1,1
cero_a_200,20,pago_retrasado,otros,2629,menor_100,1_a_4,2,hombre_soltero,,3,otro_tipo,29,bancario,propia,2,gobierno,1,1,1,1
sin_cuenta,12,pago_algun_credito,colegiaturas,719,menor_100,mas_de_7,4,hombre_soltero,,4,otro_tipo,41,bancario,propia,1,obrero,2,0,1,0
cero_a_200,48,no_ha_pagado,mobiliario,5096,menor_100,1_a_4,2,mujer_no_soltera,,3,otro_tipo,30,,propia,1,administrativo,1,1,1,0
sin_cuenta,9,no_ha_pagado,colegiaturas,1244,,mas_de_7,4,mujer_no_soltera,,4,seguro_vida,41,,renta,2,obrero,1,0,1,1
menor_a_cero,36,pago_algun_credito,coche_nuevo,1842,menor_100,menor_a_1,4,mujer_no_soltera,,4,otro_tipo,34,,propia,1,gobierno,1,1,1,0
cero_a_200,7,pago_algun_credito,TV,2576,menor_100,1_a_4,2,hombre_soltero,aval,2,bienes_raices,35,,propia,1,gobierno,1,0,1,1
mas_de_200,12,pago_algun_credito,mobiliario,1424,,mas_de_7,3,mujer_no_soltera,,4,bienes_raices,55,,propia,1,administrativo,1,1,1,1
cero_a_200,15,pago_retrasado,reparaciones,1512,mas_de_1000,1_a_4,3,hombre_divorciado,,3,seguro_vida,61,departamental,propia,2,gobierno,1,0,1,0
sin_cuenta,36,no_ha_pagado,coche_usado,11054,,1_a_4,4,hombre_soltero,,2,otro_tipo,30,,propia,1,administrativo,1,1,1,1
sin_cuenta,6,pago_algun_credito,TV,518,menor_100,1_a_4,3,mujer_no_soltera,,1,bienes_raices,29,,propia,1,gobierno,1,0,1,1
sin_cuenta,12,sin_creditos,mobiliario,2759,menor_100,mas_de_7,2,hombre_soltero,,4,seguro_vida,34,,propia,2,gobierno,1,0,1,1
sin_cuenta,24,pago_algun_credito,coche_usado,2670,menor_100,mas_de_7,4,hombre_soltero,,4,otro_tipo,35,,propia,1,administrativo,1,1,1,1
menor_a_cero,24,pago_algun_credito,coche_nuevo,4817,menor_100,4_a_7,2,hombre_soltero,,3,seguro_vida,31,,propia,1,gobierno,1,1,1,0
sin_cuenta,24,pago_algun_credito,coche_usado,2679,menor_100,menor_a_1,4,mujer_no_soltera,,1,sin_activos,29,,propia,1,administrativo,1,1,1,1
menor_a_cero,11,no_ha_pagado,coche_nuevo,3905,menor_100,1_a_4,2,hombre_soltero,,2,bienes_raices,36,,renta,2,gobierno,2,0,1,1
menor_a_cero,12,pago_algun_credito,coche_usado,3386,menor_100,mas_de_7,3,hombre_soltero,,4,sin_activos,35,,prestada,1,gobierno,1,1,1,0
menor_a_cero,6,pago_algun_credito,utensilios_hogar,343,menor_100,menor_a_1,4,mujer_no_soltera,,1,bienes_raices,27,,propia,1,gobierno,1,0,1,1
sin_cuenta,18,pago_algun_credito,TV,4594,menor_100,menor_a_1,3,hombre_soltero,,2,otro_tipo,32,,propia,1,gobierno,1,1,1,1
menor_a_cero,36,pago_algun_credito,mobiliario,3620,menor_100,1_a_4,1,hombre_soltero,aval,2,seguro_vida,37,,propia,1,gobierno,2,0,1,1
menor_a_cero,15,pago_algun_credito,coche_nuevo,1721,menor_100,menor_a_1,2,hombre_soltero,,3,bienes_raices,36,,propia,1,gobierno,1,0,1,1
cero_a_200,12,pago_algun_credito,mobiliario,3017,menor_100,menor_a_1,3,mujer_no_soltera,,1,bienes_raices,34,,renta,1,administrativo,1,0,1,1
cero_a_200,12,pago_algun_credito,reestructuración,754,,mas_de_7,4,hombre_soltero,,4,seguro_vida,38,,propia,2,gobierno,1,0,1,1
sin_cuenta,18,pago_algun_credito,poner_negocio,1950,menor_100,4_a_7,4,hombre_soltero,,1,otro_tipo,34,departamental,propia,2,gobierno,1,1,1,1
menor_a_cero,24,pago_algun_credito,coche_usado,2924,menor_100,1_a_4,3,hombre_soltero,aval,4,sin_activos,63,bancario,propia,1,gobierno,2,1,1,1
menor_a_cero,24,pago_retrasado,TV,1659,menor_100,menor_a_1,4,mujer_no_soltera,,2,otro_tipo,29,,renta,1,obrero,1,1,1,0
sin_cuenta,48,pago_retrasado,TV,7238,,mas_de_7,3,hombre_soltero,,3,otro_tipo,32,bancario,propia,2,gobierno,2,0,1,1
sin_cuenta,33,pago_retrasado,poner_negocio,2764,menor_100,1_a_4,2,mujer_no_soltera,,2,otro_tipo,26,,propia,2,gobierno,1,1,1,1
sin_cuenta,24,pago_retrasado,coche_usado,4679,menor_100,4_a_7,3,hombre_soltero,,3,otro_tipo,35,,propia,2,obrero,1,1,1,1
cero_a_200,24,pago_algun_credito,TV,3092,100_a_500,menor_a_1,3,hombre_divorciado,,2,otro_tipo,22,,renta,1,gobierno,1,1,1,0
menor_a_cero,6,pago_algun_credito,colegiaturas,448,menor_100,menor_a_1,4,mujer_no_soltera,,4,seguro_vida,23,,propia,1,gobierno,1,0,1,0
menor_a_cero,9,pago_algun_credito,coche_nuevo,654,menor_100,1_a_4,4,hombre_soltero,,3,otro_tipo,28,,propia,1,obrero,1,0,1,0
sin_cuenta,6,pago_algun_credito,reestructuración,1238,,desempleado,4,hombre_soltero,,4,seguro_vida,36,,propia,1,administrativo,2,1,1,1
cero_a_200,18,no_ha_pagado,TV,1245,menor_100,1_a_4,4,hombre_divorciado,,2,otro_tipo,33,,propia,1,gobierno,1,0,1,0
menor_a_cero,18,sin_creditos,mobiliario,3114,menor_100,menor_a_1,1,mujer_no_soltera,,4,seguro_vida,26,,renta,1,gobierno,1,0,1,0
sin_cuenta,39,pago_algun_credito,coche_usado,2569,500_a_1000,1_a_4,4,hombre_soltero,,4,otro_tipo,24,,propia,1,gobierno,1,0,1,1
mas_de_200,24,pago_algun_credito,TV,5152,menor_100,4_a_7,4,hombre_soltero,,2,otro_tipo,25,bancario,propia,1,gobierno,1,0,1,1
cero_a_200,12,pago_algun_credito,poner_negocio,1037,100_a_500,4_a_7,3,hombre_soltero,,4,bienes_raices,39,,propia,1,obrero,1,0,1,1
menor_a_cero,15,no_ha_pagado,mobiliario,1478,menor_100,mas_de_7,4,hombre_soltero,,4,otro_tipo,44,,propia,2,gobierno,2,1,1,1
cero_a_200,12,no_ha_pagado,TV,3573,menor_100,1_a_4,1,mujer_no_soltera,,1,bienes_raices,23,,propia,1,obrero,1,0,1,1
cero_a_200,24,pago_algun_credito,coche_nuevo,1201,menor_100,menor_a_1,4,hombre_soltero,,1,seguro_vida,26,,propia,1,gobierno,1,0,1,1
menor_a_cero,30,pago_algun_credito,mobiliario,3622,mas_de_1000,mas_de_7,4,mujer_no_soltera,,4,seguro_vida,57,,renta,2,gobierno,1,1,1,1
sin_cuenta,15,pago_retrasado,mobiliario,960,mas_de_1000,4_a_7,3,mujer_no_soltera,,2,seguro_vida,30,,propia,2,gobierno,1,0,1,1
sin_cuenta,12,no_ha_pagado,coche_nuevo,1163,500_a_1000,1_a_4,4,hombre_soltero,,4,bienes_raices,44,,propia,1,gobierno,1,1,1,1
cero_a_200,6,pago_retrasado,coche_nuevo,1209,menor_100,desempleado,4,hombre_soltero,,4,seguro_vida,47,,propia,1,administrativo,1,1,1,0
sin_cuenta,12,pago_algun_credito,TV,3077,menor_100,1_a_4,2,hombre_soltero,,4,otro_tipo,52,,propia,1,gobierno,1,1,1,1
sin_cuenta,24,pago_algun_credito,coche_nuevo,3757,menor_100,mas_de_7,4,mujer_no_soltera,,4,sin_activos,62,,prestada,1,gobierno,1,1,1,1
sin_cuenta,10,pago_algun_credito,coche_nuevo,1418,100_a_500,1_a_4,3,hombre_soltero,,2,bienes_raices,35,,renta,1,obrero,1,0,0,1
sin_cuenta,6,pago_algun_credito,coche_nuevo,3518,menor_100,1_a_4,2,hombre_soltero,aval,3,seguro_vida,26,,renta,1,gobierno,1,0,1,1
sin_cuenta,12,no_ha_pagado,TV,1934,menor_100,mas_de_7,2,hombre_soltero,,2,sin_activos,26,,propia,2,gobierno,1,0,1,1
cero_a_200,27,sin_creditos,poner_negocio,8318,menor_100,mas_de_7,2,mujer_no_soltera,,4,sin_activos,42,,prestada,2,administrativo,1,1,1,0
sin_cuenta,6,no_ha_pagado,TV,1237,100_a_500,1_a_4,1,mujer_no_soltera,,1,seguro_vida,27,,propia,2,gobierno,1,0,1,1
cero_a_200,6,pago_algun_credito,TV,368,,mas_de_7,4,hombre_soltero,,4,seguro_vida,38,,propia,1,gobierno,1,0,1,1
menor_a_cero,12,no_ha_pagado,coche_nuevo,2122,menor_100,1_a_4,3,hombre_soltero,,2,bienes_raices,39,,renta,2,obrero,2,0,0,1
menor_a_cero,24,pago_algun_credito,mobiliario,2996,,1_a_4,2,hombre_divorciado,,4,otro_tipo,20,,propia,1,gobierno,1,0,1,0
cero_a_200,36,pago_algun_credito,mobiliario,9034,100_a_500,menor_a_1,4,hombre_soltero,,1,sin_activos,29,,renta,1,administrativo,1,1,1,0
sin_cuenta,24,no_ha_pagado,mobiliario,1585,menor_100,4_a_7,4,hombre_soltero,,3,seguro_vida,40,,propia,2,gobierno,1,0,1,1
cero_a_200,18,pago_algun_credito,TV,1301,menor_100,mas_de_7,4,hombre_divorciado,aval,2,bienes_raices,32,,propia,1,obrero,1,0,1,1
mas_de_200,6,no_ha_pagado,coche_nuevo,1323,100_a_500,mas_de_7,2,hombre_divorciado,,4,otro_tipo,28,,propia,2,gobierno,2,1,1,1
menor_a_cero,24,pago_algun_credito,coche_nuevo,3123,menor_100,menor_a_1,4,mujer_no_soltera,,1,seguro_vida,27,,propia,1,gobierno,1,0,1,0
menor_a_cero,36,pago_algun_credito,coche_usado,5493,menor_100,mas_de_7,2,hombre_soltero,,4,sin_activos,42,,prestada,1,gobierno,2,0,1,1
mas_de_200,9,pago_algun_credito,TV,1126,100_a_500,mas_de_7,2,hombre_divorciado,,4,bienes_raices,49,,propia,1,gobierno,1,0,1,1
cero_a_200,24,no_ha_pagado,TV,1216,100_a_500,menor_a_1,4,hombre_soltero,,4,sin_activos,38,bancario,propia,2,gobierno,2,0,1,0
menor_a_cero,24,pago_algun_credito,coche_nuevo,1207,menor_100,menor_a_1,4,mujer_no_soltera,,4,seguro_vida,24,,renta,1,gobierno,1,0,1,0
sin_cuenta,10,pago_algun_credito,coche_nuevo,1309,,1_a_4,4,hombre_soltero,aval,4,seguro_vida,27,,propia,1,obrero,1,0,1,0
mas_de_200,15,no_ha_pagado,coche_usado,2360,500_a_1000,1_a_4,2,hombre_soltero,,2,otro_tipo,36,,propia,1,gobierno,1,1,1,1
cero_a_200,15,pago_todos,coche_nuevo,6850,100_a_500,desempleado,1,hombre_soltero,,2,seguro_vida,34,,propia,1,administrativo,2,1,1,0
sin_cuenta,24,pago_algun_credito,TV,1413,menor_100,1_a_4,4,hombre_divorciado,,2,seguro_vida,28,,propia,1,gobierno,1,0,1,1
sin_cuenta,39,pago_algun_credito,coche_usado,8588,100_a_500,mas_de_7,4,hombre_soltero,,2,otro_tipo,45,,propia,1,administrativo,1,1,1,1
menor_a_cero,12,pago_algun_credito,coche_nuevo,759,menor_100,4_a_7,4,hombre_soltero,,2,bienes_raices,26,,propia,1,gobierno,1,0,1,0
sin_cuenta,36,pago_algun_credito,coche_usado,4686,menor_100,1_a_4,2,hombre_soltero,,2,sin_activos,32,,prestada,1,administrativo,1,1,1,1
mas_de_200,15,pago_algun_credito,poner_negocio,2687,menor_100,4_a_7,2,hombre_soltero,,4,seguro_vida,26,,renta,1,gobierno,1,1,1,1
cero_a_200,12,pago_retrasado,TV,585,menor_100,1_a_4,4,hombre_divorciado,,4,bienes_raices,20,,renta,2,gobierno,1,0,1,1
sin_cuenta,24,pago_algun_credito,coche_nuevo,2255,,menor_a_1,4,hombre_soltero,,1,seguro_vida,54,,propia,1,gobierno,1,0,1,1
menor_a_cero,6,no_ha_pagado,coche_nuevo,609,menor_100,4_a_7,4,mujer_no_soltera,,3,seguro_vida,37,,propia,2,gobierno,1,0,0,1
