,walmart,soriana,aurrera,superama
25/04/2012,0.569631568,-5.758245746,-0.275547885,-0.097401518
26/04/2012,-1.717581783,-2.23105231,0.778088196,0.890330442
27/04/2012,0.947022571,-0.373483274,-2.960646497,-3.743804294
28/04/2012,-0.217192356,3.385945605,2.872053985,1.367290037
29/04/2012,2.018087701,-0.119111902,1.626587147,-1.832890798
30/04/2012,-1.040335222,0.329460801,1.014895501,-0.954874734
01/05/2012,-1.499797934,-0.886141934,3.845232972,-1.066578531
02/05/2012,0.060102493,-0.580238192,-2.16684992,1.165123832
03/05/2012,-4.656360899,-1.314657066,-4.254371433,-0.266857441
04/05/2012,5.537471522,-3.647303059,0.359106155,-0.640616429
05/05/2012,4.908119381,-2.465021091,1.648810886,-1.909630269
06/05/2012,-4.766770378,2.721215622,-1.186204351,2.149115591
07/05/2012,-1.236095304,3.413661331,0.985724518,-4.280364506
08/05/2012,-1.720866056,-0.585913376,-3.068439598,-4.416652248
09/05/2012,0.240959156,-0.834781518,-0.046658633,0.594375828
10/05/2012,3.919188566,1.764426178,1.992009483,3.751853896
11/05/2012,-1.336134916,0.645447387,-4.103731781,2.131602445
12/05/2012,-2.459940083,4.71305479,1.19240147,2.47815986
13/05/2012,2.840742185,0.777285357,3.033747993,-0.76113
14/05/2012,3.55408328,3.886745721,5.699536825,5.623910286
15/05/2012,3.214243323,-5.06194339,-2.885956754,2.869876069
16/05/2012,-2.787150843,1.463599756,0.189810901,-1.605026548
17/05/2012,0.746388204,-0.367022538,-7.889529587,5.090323288
18/05/2012,-1.724208421,5.548320031,-3.647457372,5.27546993
19/05/2012,5.641036701,-3.493542767,-3.649509912,4.594041778
20/05/2012,2.514344919,-1.185549893,1.138582807,2.707810261
21/05/2012,-4.784782151,-1.643444225,2.032301219,4.161141987
22/05/2012,0.607554771,1.423143035,7.202755374,0.717864332
23/05/2012,0.402777719,0.536722241,3.113554064,-5.287293501
24/05/2012,3.715952394,1.367007044,0.028470618,0.140619545
25/05/2012,1.047677248,-0.365155966,6.521625629,-1.778887085
26/05/2012,3.88253498,-0.786975747,7.651171161,7.732475396
27/05/2012,1.06969725,4.658669966,-1.723228874,0.817996944
28/05/2012,2.740127568,3.478439555,-0.317726781,0.631336719
29/05/2012,0.407316683,0.497074392,1.823484342,1.129533472
30/05/2012,-3.246281547,2.536996114,0.326572715,-0.693543385
31/05/2012,1.25512787,-3.300889589,3.019477022,-0.875297459
01/06/2012,6.430830242,-3.946303759,-3.886920395,1.865013689
02/06/2012,-4.059242473,0.955797351,2.21693746,-0.696247972
03/06/2012,1.302111886,2.162209098,1.360613305,1.40035331
04/06/2012,-6.235403194,-0.432026374,0.583967261,5.396381075
05/06/2012,0.922561786,-0.736110229,3.010257254,-1.973536064
06/06/2012,3.511513207,3.318492771,1.525575034,-3.452207192
07/06/2012,3.034446783,-8.154500701,-0.102004676,0.67360367
08/06/2012,2.959344665,0.838167009,2.629996888,3.179162219
09/06/2012,-2.286231615,0.599678773,2.11493318,-1.940963852
10/06/2012,-1.446380546,-5.524635325,-1.706867378,-0.959383556
11/06/2012,0.464214967,-1.468184901,-4.855308654,-0.964645455
12/06/2012,-4.705076615,3.317418261,-3.657915823,4.028625794
13/06/2012,-0.583936351,0.022982133,-2.128386879,5.267370217
14/06/2012,2.21888345,-1.896551178,-3.531331848,4.329890796
15/06/2012,1.592135013,1.617779966,-0.058757757,-5.001800431
16/06/2012,-1.608016774,-1.080107325,3.065991525,-0.871485703
17/06/2012,0.848902421,0.781518352,-0.391467951,0.443165037
18/06/2012,-0.028687874,0.224045683,-0.928688673,6.034122181
19/06/2012,-0.963014095,-1.42471826,-1.187195313,-2.733003535
20/06/2012,-0.094167928,5.492955324,3.023802233,-1.524578098
21/06/2012,1.58314379,0.281112394,1.937524077,-1.578490983
22/06/2012,-5.103325782,2.237007289,3.52986373,0.700962039
23/06/2012,-0.891290979,6.100440693,-3.385120302,0.46126334
24/06/2012,-1.54208394,-1.54575289,0.212358358,3.736960984
25/06/2012,-3.786118356,0.833492229,3.303024498,2.609751756
26/06/2012,3.231170657,-2.527086426,-5.279891381,-0.095151639
27/06/2012,-0.091647092,-1.372017891,-0.795549596,-0.598222557
28/06/2012,-0.258665704,3.426448842,1.591143424,-2.34969999
29/06/2012,-0.922130212,-7.07424656,0.867379468,-6.412185517
30/06/2012,-2.314994518,-3.323990276,-1.374996809,-0.319552459
01/07/2012,-1.894113424,-2.051398906,-5.997584885,-1.260043286
02/07/2012,4.505426251,-3.180777159,0.882615243,1.496458004
03/07/2012,-1.619518281,-5.510200887,3.231736627,-2.457151774
04/07/2012,1.259278436,4.288118906,2.353961251,2.787539147
05/07/2012,1.912489711,0.610050428,2.618621545,5.191068167
06/07/2012,-1.027866215,-1.181687487,-1.500779486,3.26419193
07/07/2012,4.096801844,-0.14120489,7.279275907,7.673614468
08/07/2012,-0.810924852,-3.438035114,-3.4789395,2.563340931
09/07/2012,-5.189718097,4.648310624,-2.423280152,-2.014958261
10/07/2012,6.745044778,2.200820462,3.595201616,-3.505234868
11/07/2012,1.885462611,-0.039513589,-1.198169877,-1.225744083
12/07/2012,-2.2189269,-2.673743312,0.740856836,1.229308642
13/07/2012,0.492493519,-6.473291655,3.041439279,-0.836265082
14/07/2012,-1.390138454,-6.665808775,0.595783046,-2.112376943
15/07/2012,3.095708223,-3.849507101,-3.414458271,-2.504638424
16/07/2012,2.644609803,2.038564801,1.314548157,-1.114289857
17/07/2012,-2.676574728,-4.768749532,-1.38168606,3.34398849
18/07/2012,-0.356178838,4.056058214,-4.170029659,3.318574148
19/07/2012,-1.030421199,0.771896613,-3.538442859,-2.032033659
20/07/2012,-2.339188073,2.822157964,0.802564104,4.534776438
21/07/2012,-2.110267212,-0.989408948,-4.53832644,2.061255156
22/07/2012,-0.890870172,3.866522083,2.103290685,-1.923151886
23/07/2012,0.795616434,-0.55113306,-1.707442106,1.523325474
24/07/2012,1.824168246,-0.150427496,1.575766877,2.511738682
25/07/2012,5.659266096,0.863441521,2.86806332,5.992523419
26/07/2012,-3.69214611,0.670127494,2.223753323,-1.552103207
27/07/2012,0.069656894,1.916485948,-1.619923032,0.643266054
28/07/2012,-0.718457846,1.00819024,-0.240163207,3.359120619
29/07/2012,4.467317378,-2.290451725,-3.017707338,-2.188898009
30/07/2012,5.05753004,-1.796372833,3.313243404,-4.490217817
31/07/2012,1.993805262,-1.439771792,3.265314955,-3.140159324
01/08/2012,3.807897587,-0.123532089,-1.327449755,-5.425187101
02/08/2012,1.536359318,2.269764695,-2.197108445,2.392777378
03/08/2012,4.872547515,1.977173299,-2.778540681,1.975067041
04/08/2012,5.670441621,-0.625350079,-2.207183603,1.325990052
05/08/2012,-1.119101941,1.483564261,0.656080898,0.602465491
06/08/2012,0.104318075,1.852066839,3.190433355,0.879964306
07/08/2012,-1.215997223,0.565712938,-2.300148542,-2.382496242
08/08/2012,-0.754036484,-3.578224377,6.381087216,-0.070002097
09/08/2012,4.741678884,-3.861670056,3.229538813,0.828136286
10/08/2012,-4.340680939,-0.443072421,2.338732259,-1.785642197
11/08/2012,2.801149674,2.569394752,-0.922882956,-0.808054989
12/08/2012,-4.273999171,2.231885292,6.892969062,4.097781141
13/08/2012,-2.356774413,-1.266595539,3.748795544,2.247546458
14/08/2012,2.39831816,2.407790013,3.394289829,-2.801108646
15/08/2012,-1.62948483,-3.080752996,-1.198295813,-1.519055055
16/08/2012,-0.505096854,1.407604098,2.486693569,-0.708466858
17/08/2012,-2.726553065,-2.769241524,1.060394983,0.420343118
18/08/2012,-4.749451365,0.793540998,4.957107569,-4.938237525
19/08/2012,1.502518626,3.065910928,2.381784644,-3.621735024
20/08/2012,1.744342449,0.288813649,-0.034988179,2.030372162
21/08/2012,5.140778991,-0.530450646,-0.546860455,0.46362418
22/08/2012,2.435938571,0.610199626,-2.213168783,0.628167993
23/08/2012,1.295465198,5.433085382,-0.508472238,-2.360785612
24/08/2012,-7.884233246,-3.154227742,3.378080991,-3.5870992
25/08/2012,1.843373856,1.527719974,-2.540571998,1.775379344
26/08/2012,-3.34817158,0.169397666,1.885246422,0.367908275
27/08/2012,-4.487530592,-0.197144006,-2.19194545,-2.683966873
28/08/2012,-2.606911799,-0.347314985,-5.953541873,-0.335741914
29/08/2012,-1.22303753,-1.113889217,2.351304066,-3.468964505
30/08/2012,-2.131027849,-6.507197972,-1.025505358,-0.154428645
31/08/2012,-1.683392448,5.247879259,-3.391713016,1.037925421
01/09/2012,2.534138629,0.499500963,2.189616285,3.025244901
02/09/2012,0.239188698,-0.682066889,-0.848954997,3.023458069
03/09/2012,1.640360754,-2.229360756,8.222188059,-2.004457174
04/09/2012,0.625928302,-0.768885685,0.176527485,1.09615173
05/09/2012,0.543481599,-0.683501231,-1.487733058,4.921084205
06/09/2012,-4.180277106,-3.284845363,-2.070722771,1.25407596
07/09/2012,-2.135857816,-4.290647273,1.483726067,0.506184318
08/09/2012,-7.306741486,1.272178652,-5.624429682,-2.524379167
09/09/2012,-0.890727115,1.353263002,-0.53703953,1.216981044
10/09/2012,-1.10538957,-1.315721098,4.23509974,1.573360215
11/09/2012,-4.360437172,1.83330363,-3.855427372,0.691127101
12/09/2012,-3.047696261,-4.196448999,0.846969292,-0.97768577
13/09/2012,1.594329127,5.195176994,0.08558019,-0.828087223
14/09/2012,-5.48152777,5.002893343,4.442565608,1.57222406
15/09/2012,-2.548375706,-1.531367268,11.2527055,6.678123864
16/09/2012,-0.615777904,-2.706482049,-2.982843202,5.040386105
17/09/2012,1.127389039,-8.042285974,-2.128565945,-1.513025476
18/09/2012,-2.242479862,-0.56280953,-0.346811401,-0.830959424
19/09/2012,-0.37626889,0.98664353,-1.547858129,-2.764331591
20/09/2012,4.416670964,-1.116125761,3.610654699,-3.567638865
21/09/2012,-0.509282304,3.715196671,-2.981617818,3.302328283
22/09/2012,0.953306306,-0.494002286,1.629596286,-0.759086274
23/09/2012,3.315552405,-4.09056486,-0.536099627,0.034295947
24/09/2012,3.557486626,-6.308205424,-1.684636198,6.191692952
25/09/2012,-0.226879574,-0.837624597,1.195837174,1.029439136
26/09/2012,-2.040990466,1.119921755,-2.512059667,3.547111877
