satisfaccion,evaluacion,proyectos,promedio_horas_mes,semestre,accidente,renunciar,ascenso_5years,departamento,salario
7.3,7.2,5,178,2,0,0,0,administración,bajo
5.6,6.7,4,184,3,0,0,0,mercadotecnia,bajo
9.7,5.7,3,144,3,0,0,0,mercadotecnia,bajo
9.2,9.1,3,160,2,0,0,0,mercadotecnia,alto
7.7,6.8,3,225,2,0,0,0,ventas,bajo
9.7,8.1,5,266,2,0,0,0,ventas,bajo
7,6.9,5,154,2,0,0,0,ventas,bajo
7.8,8.2,4,142,2,1,0,0,ventas,bajo
7.7,8.7,3,207,4,1,0,0,ventas,bajo
6.6,5.3,4,162,3,0,0,0,ventas,bajo
2.5,9.8,6,287,5,1,0,0,ventas,bajo
8.9,8.7,2,270,6,1,0,0,ventas,medio
1.5,6.6,5,160,4,1,0,0,ventas,medio
2.6,9.1,6,113,2,0,0,0,ventas,medio
7.4,5.8,4,178,4,0,0,0,ventas,medio
5.2,8.3,3,153,2,0,0,0,ventas,medio
9.5,6.2,4,255,2,0,0,0,ventas,medio
6.6,8.2,4,257,3,1,0,0,ventas,medio
7.9,6.6,4,243,3,0,0,0,ventas,medio
9.8,9.4,3,179,3,0,0,0,ventas,medio
4,3.7,3,123,2,0,0,0,ventas,medio
10,6.8,3,132,2,0,0,0,ventas,medio
7.1,7.9,3,134,3,0,0,0,ventas,medio
4.8,4.5,3,277,2,1,0,0,contabilidad,alto
7.6,10,5,265,2,0,0,0,contabilidad,bajo
6.1,6.2,4,269,4,0,0,0,contabilidad,medio
7.4,9,4,156,4,0,0,0,recursos humanos,medio
2.4,9.4,6,237,5,0,0,0,recursos humanos,medio
7.9,9.7,3,271,2,0,0,0,recursos humanos,medio
7.5,9.8,3,206,2,0,0,0,recursos humanos,bajo
6,9.8,4,192,3,0,0,0,mantenimiento,bajo
7.2,9.5,4,230,3,0,0,0,mantenimiento,bajo
10,6,4,261,3,0,0,0,mantenimiento,bajo
5.5,8.8,3,173,3,1,0,0,mantenimiento,bajo
3,9.8,2,109,4,1,0,0,mantenimiento,bajo
8.9,5.9,3,247,4,0,0,0,mantenimiento,bajo
8.4,8.4,5,163,3,0,0,0,mantenimiento,bajo
6.7,6.4,4,149,4,0,0,0,mantenimiento,bajo
1.5,4.8,6,218,6,0,0,0,mantenimiento,bajo
5.9,7.5,4,194,2,0,0,0,mantenimiento,bajo
5,5.9,4,157,2,0,0,0,mantenimiento,bajo
2.3,6.8,5,244,3,0,0,0,soporte,bajo
9.5,5.8,5,169,2,0,0,0,soporte,bajo
3.1,5.3,2,146,3,1,0,0,soporte,bajo
4.7,5.5,5,207,3,0,0,0,soporte,bajo
2.6,9.5,3,195,5,0,0,0,soporte,bajo
5.5,6.4,6,148,4,0,0,0,soporte,bajo
8.9,5.8,3,272,2,0,0,0,soporte,bajo
8.8,6.8,3,185,2,0,0,0,soporte,bajo
9.8,6.2,5,260,2,1,0,0,soporte,bajo
9.6,4.8,3,182,2,1,0,0,soporte,medio
8.5,6.5,3,195,3,0,0,0,soporte,medio
9.6,8.5,3,168,3,0,0,0,mantenimiento,medio
8.5,8.8,3,198,4,1,0,0,mantenimiento,medio
5.9,9.3,5,172,2,0,0,0,mantenimiento,medio
5.1,5,4,216,2,1,0,0,administración,medio
5,7.5,3,232,2,0,0,0,informática,medio
5.3,5.9,3,148,3,0,0,0,informática,medio
4.4,8.3,4,210,2,0,0,0,informática,medio
9.9,5.5,3,197,2,0,0,0,informática,medio
7.3,8.3,4,241,3,0,0,0,informática,medio
5.1,7.1,5,154,2,0,0,0,desarrollo de producto,medio
5,8.4,3,259,2,0,0,0,desarrollo de producto,alto
5.2,7.6,4,106,2,1,0,0,desarrollo de producto,bajo
7.4,7.4,5,262,2,0,0,0,desarrollo de producto,medio
6.9,8.9,2,202,2,0,0,0,informática,medio
2.2,6.5,5,174,5,1,0,0,Investigación,medio
4.9,8.9,4,240,2,0,0,0,Investigación,medio
7,5.7,5,247,3,0,0,0,Investigación,bajo
6.8,6.3,4,148,3,0,0,0,Investigación,bajo
6.6,8.4,5,187,2,1,0,0,Investigación,bajo
9.9,5.8,4,183,3,0,0,0,mercadotecnia,bajo
8.8,5.9,4,240,2,0,0,0,ventas,bajo
2,5.4,4,149,3,0,0,0,contabilidad,bajo
5.6,4.4,2,130,3,0,0,0,soporte,bajo
6.8,8.5,4,203,2,0,0,0,mantenimiento,bajo
8.5,6,3,218,3,0,0,0,administración,bajo
9.5,9.5,4,204,3,1,0,0,mercadotecnia,bajo
6,7.7,4,163,3,1,0,0,mercadotecnia,bajo
6.1,5.3,4,183,3,0,0,0,mercadotecnia,bajo
5.5,5.5,4,211,4,0,0,0,ventas,bajo
6.4,7.8,5,156,5,1,0,0,ventas,bajo
6.4,6,3,196,3,0,0,0,ventas,bajo
8.7,5.4,4,162,2,0,0,0,ventas,bajo
2,9,3,218,4,0,0,0,ventas,bajo
9.9,6.4,4,135,2,1,0,0,ventas,bajo
9.6,7,2,273,3,0,0,0,ventas,bajo
5.3,6.5,3,241,3,0,0,0,ventas,bajo
7,3.9,6,285,4,0,0,0,ventas,bajo
6.8,6.1,6,236,3,0,0,0,ventas,medio
9.6,4.8,4,222,3,0,0,0,ventas,medio
6.4,6.4,4,242,3,0,0,0,ventas,medio
8.6,6.5,5,166,3,0,0,0,ventas,medio
8.7,8.4,3,172,3,0,0,0,ventas,medio
5.3,5.6,4,249,2,0,0,0,ventas,medio
7.2,9.8,4,180,2,0,0,0,ventas,medio
8.3,5.9,4,197,4,0,0,0,ventas,medio
9.7,5.4,5,185,2,0,0,0,ventas,medio
9.2,7.6,3,171,2,0,0,0,ventas,medio
8.2,9.5,6,191,6,0,0,0,contabilidad,medio
5.9,5.6,4,250,2,0,0,0,contabilidad,medio
8.4,9.5,5,199,3,0,0,0,contabilidad,alto
7.1,8.4,3,139,2,0,0,0,recursos humanos,bajo
4.9,9.8,3,224,3,0,0,0,recursos humanos,medio
7.8,6.1,3,227,3,0,0,0,recursos humanos,medio
8.4,8.1,4,198,2,0,0,0,recursos humanos,medio
8.5,9.6,5,165,5,0,0,0,mantenimiento,medio
8.7,9.3,4,199,3,0,0,0,mantenimiento,bajo
9.4,8.4,5,203,3,0,0,0,mantenimiento,bajo
8.2,9.7,4,243,3,1,0,0,mantenimiento,bajo
7.8,7.8,3,135,3,0,0,0,mantenimiento,bajo
4.7,5.5,4,100,4,1,0,0,mantenimiento,bajo
5,4.8,2,150,3,1,0,0,mantenimiento,bajo
7.5,8.2,4,252,3,0,0,0,mantenimiento,bajo
3.6,3.9,3,98,3,0,0,0,mantenimiento,bajo
9.1,6.1,3,262,3,0,0,0,mantenimiento,bajo
8.7,6.8,3,257,3,0,0,0,mantenimiento,bajo
9.7,9.4,3,160,3,0,0,0,soporte,bajo
7.1,6.5,3,190,3,0,0,0,soporte,bajo
8.3,6.5,3,231,2,0,0,0,soporte,bajo
4.2,5.1,3,190,4,0,0,0,soporte,bajo
5.3,5.1,4,181,3,0,0,0,soporte,bajo
5.6,8.8,4,273,3,0,0,0,soporte,bajo
2.6,7,5,214,6,1,0,0,soporte,bajo
5.3,4.9,4,192,2,0,0,0,soporte,bajo
9.9,7.3,4,224,2,0,0,0,soporte,bajo
4.8,4.3,3,96,3,0,0,0,soporte,bajo
9.1,5,3,276,4,0,0,0,soporte,bajo
7.6,7.9,3,162,2,1,0,0,mantenimiento,medio
6.7,8,4,190,4,0,0,0,mantenimiento,medio
5.8,6,4,147,3,0,0,0,mantenimiento,medio
5.7,7.8,4,143,3,0,0,0,administración,medio
5.5,5.7,5,280,6,1,0,0,informática,medio
7.9,4.9,3,137,2,0,0,0,informática,medio
4.8,9.8,3,259,6,0,0,0,informática,medio
6.8,6.9,4,176,3,1,0,0,informática,medio
1.9,6.4,5,231,4,1,0,0,informática,medio
9.9,4.8,3,104,3,0,0,0,desarrollo de producto,medio
3,7.6,5,224,2,0,0,0,desarrollo de producto,medio
8.1,8.5,4,202,3,1,0,0,desarrollo de producto,medio
5.8,7.4,4,180,3,0,0,0,desarrollo de producto,alto
7.4,6.1,3,228,2,1,0,0,informática,bajo
5.9,7.4,5,165,2,0,0,0,Investigación,medio
4.6,6.3,2,177,6,0,0,0,Investigación,medio
5.8,4.3,3,194,2,1,0,0,Investigación,medio
7.7,9.5,3,192,4,1,0,0,Investigación,medio
7.9,7.7,4,171,2,0,0,0,Investigación,bajo
5.1,9.5,3,187,2,0,0,0,mercadotecnia,bajo
7,5.8,3,205,3,0,0,0,ventas,bajo
8.4,7.3,5,230,4,1,0,0,contabilidad,bajo
1.9,9,5,172,2,0,0,0,soporte,bajo
9,5.2,4,167,3,1,0,0,mantenimiento,bajo
1.9,9.1,5,145,3,0,0,0,administración,bajo
9.6,5.3,3,166,3,0,0,0,mercadotecnia,bajo
8.7,10,3,148,3,0,0,0,mercadotecnia,bajo
5,8.9,5,223,3,0,0,0,mercadotecnia,bajo
8.8,5.8,2,123,4,0,0,0,ventas,bajo
5.5,9.9,3,158,3,0,0,0,ventas,bajo
8.9,8.6,3,223,2,0,0,0,ventas,bajo
5.8,6.9,3,252,3,0,0,0,ventas,bajo
5.8,9.6,5,143,2,0,0,0,ventas,bajo
3.4,8.8,5,131,6,0,0,0,ventas,bajo
5.4,6.5,5,206,4,1,0,0,ventas,bajo
5.9,5.4,4,210,3,0,0,0,ventas,bajo
8.8,9.6,4,262,3,0,0,0,ventas,medio
7.2,6.9,4,147,3,0,0,0,ventas,medio
7.9,7.5,4,259,3,0,0,0,ventas,medio
5.1,7.3,4,174,3,0,0,0,ventas,medio
8.4,8.4,3,150,4,0,0,0,ventas,medio
9.5,6.7,4,219,2,0,0,0,ventas,medio
5.8,8.8,5,178,4,0,0,0,ventas,medio
6.9,9.8,3,269,3,1,0,0,ventas,medio
1.7,6.4,6,205,5,1,0,0,ventas,medio
8.1,7.2,3,232,3,1,0,0,ventas,medio
4.1,5,3,193,3,0,0,0,ventas,medio
1.2,4.2,3,110,2,0,0,0,contabilidad,medio
7.1,6,4,208,3,0,0,0,contabilidad,alto
3.2,6.9,5,157,4,0,0,0,contabilidad,bajo
8.3,9.8,5,187,4,0,0,0,recursos humanos,medio
7.4,9.2,4,226,3,0,0,0,recursos humanos,medio
6.7,8.5,4,266,3,0,0,0,recursos humanos,medio
8.5,5.6,3,159,3,0,0,0,recursos humanos,medio
4.9,7.5,4,259,3,1,0,0,mantenimiento,bajo
7,7.4,4,150,3,1,0,0,mantenimiento,bajo
4.4,5.8,4,152,3,0,0,0,mantenimiento,bajo
5,8.7,5,245,2,0,0,0,mantenimiento,bajo
6.3,7.4,5,227,2,0,0,0,mantenimiento,bajo
8.7,7.7,4,261,3,0,0,0,mantenimiento,bajo
8.2,5.3,4,162,3,1,0,0,mantenimiento,bajo
9.7,8.9,4,193,3,0,0,0,mantenimiento,bajo
9,8.1,4,144,2,0,0,0,mantenimiento,bajo
4.1,5,6,151,2,0,0,0,mantenimiento,bajo
5.8,9.4,4,225,2,0,0,0,mantenimiento,bajo
7.7,5,5,170,2,0,0,0,soporte,bajo
8.9,7.5,4,246,3,1,0,0,soporte,bajo
6.4,7.2,4,254,3,0,0,0,soporte,bajo
3.1,7.9,2,193,4,0,0,0,soporte,bajo
6,8.8,4,175,3,0,0,0,soporte,bajo
2,10,3,123,4,0,0,0,soporte,bajo
1.3,6,3,178,5,0,0,0,soporte,bajo
9.5,9,3,259,2,0,0,0,soporte,bajo
1.5,9.6,5,201,6,0,0,0,soporte,bajo
2.2,9.8,4,185,3,0,0,0,soporte,bajo
3.3,5.1,2,166,3,0,0,0,soporte,medio
2.3,9.6,4,213,4,0,0,0,mantenimiento,medio
8.5,7.9,4,138,2,0,0,0,mantenimiento,medio
7.9,5.7,3,168,2,0,0,0,mantenimiento,medio
6,6,4,197,3,0,0,0,administración,medio
8.9,7.4,5,220,3,0,0,0,informática,medio
6.5,9.2,3,101,3,1,0,0,informática,medio
6.1,7,4,175,3,1,0,0,informática,medio
4,7.9,5,181,5,0,0,0,informática,medio
4.9,5.7,3,157,3,0,0,0,informática,medio
9.5,7.5,3,247,2,0,0,0,desarrollo de producto,medio
8.5,10,5,244,2,0,0,0,desarrollo de producto,medio
2.4,3.9,4,152,5,0,0,0,desarrollo de producto,alto
8.5,9.9,5,176,4,0,0,0,desarrollo de producto,bajo
9.9,9.8,5,241,2,0,0,0,informática,medio
4.9,4.9,4,240,2,0,0,0,Investigación,medio
5.6,7.3,3,226,3,0,0,0,Investigación,medio
6.5,6.6,6,240,4,0,0,0,Investigación,medio
6.2,6.8,3,253,5,1,0,0,Investigación,bajo
7.8,6.8,4,174,3,1,0,0,Investigación,bajo
5.4,7,3,213,2,0,0,0,mercadotecnia,bajo
6.1,7.7,4,195,2,0,0,0,ventas,bajo
4.9,9.9,6,230,4,0,0,0,contabilidad,bajo
2.9,8.5,2,248,6,1,0,0,soporte,bajo
6.4,7.9,4,274,2,1,0,0,mantenimiento,bajo
9.3,9.4,4,217,2,0,0,0,administración,bajo
1.6,6.6,6,229,6,0,0,0,mercadotecnia,bajo
6.8,8.5,5,173,3,0,0,0,mercadotecnia,bajo
7.1,8,2,146,4,0,0,0,mercadotecnia,bajo
6.2,8.2,5,151,5,0,0,0,ventas,bajo
7.4,7.5,2,137,3,1,0,0,ventas,bajo
8.1,5,3,198,3,0,0,0,ventas,bajo
2,8.2,4,190,5,0,0,0,ventas,bajo
5.1,9.1,4,206,3,0,0,0,ventas,bajo
5.5,9.9,4,238,3,0,0,0,ventas,bajo
4.5,4.1,3,193,2,1,0,0,ventas,bajo
9.1,6.1,4,176,3,0,0,0,ventas,bajo
7.3,5.9,6,121,5,0,0,0,ventas,bajo
9.8,8.8,4,145,2,0,0,0,ventas,bajo
6.2,6.5,4,212,3,1,0,0,ventas,medio
5.7,6.2,3,198,4,0,0,0,ventas,medio
9.9,5.7,3,189,4,1,0,0,ventas,medio
8.2,6.8,2,200,3,0,0,0,ventas,medio
2.4,8.1,4,217,5,0,0,0,ventas,medio
8.4,7.3,5,245,3,0,0,0,ventas,medio
9,5.5,3,260,3,0,0,0,ventas,medio
1.3,7.3,5,206,5,0,0,0,ventas,medio
6,6.7,3,249,2,0,0,0,ventas,medio
7.2,8.7,4,154,2,1,0,0,contabilidad,medio
6.8,6.1,4,147,3,0,0,0,contabilidad,medio
5.1,7.2,3,148,2,0,0,0,contabilidad,medio
7.4,5.8,3,220,2,0,0,0,recursos humanos,alto
8.6,7.3,3,241,3,0,0,0,recursos humanos,bajo
8.5,5.1,3,242,3,0,0,0,recursos humanos,medio
6.3,8.5,2,156,3,1,0,0,recursos humanos,medio
7.4,8.7,3,155,3,0,0,0,mantenimiento,medio
6,5,3,211,3,0,0,0,mantenimiento,medio
6.9,8.2,4,137,2,1,0,0,mantenimiento,bajo
5.6,9.6,2,269,2,0,0,0,mantenimiento,bajo
5,6.7,2,142,3,0,0,0,mantenimiento,bajo
8.4,5,5,267,2,0,0,0,mantenimiento,bajo
9.3,4.8,5,134,6,0,0,0,mantenimiento,bajo
1.2,5,5,287,4,0,0,0,mantenimiento,bajo
5.2,5.8,4,134,3,0,0,0,mantenimiento,bajo
6,5.4,3,185,2,0,0,0,mantenimiento,bajo
7.1,10,3,181,4,0,0,0,mantenimiento,medio
2.1,8.1,5,169,4,0,0,0,soporte,medio
1.5,8.4,3,201,6,0,0,0,soporte,medio
3.8,5.5,2,215,6,0,0,0,soporte,medio
2.7,8.6,3,222,5,0,0,0,soporte,medio
8.6,6.4,4,137,2,0,0,0,soporte,medio
1.7,5.2,6,176,5,0,0,0,soporte,medio
6.6,6.9,3,257,2,0,0,0,soporte,medio
9.5,5.1,3,224,4,0,0,0,soporte,medio
5.9,9.2,5,226,3,0,0,0,soporte,medio
4.9,6.1,5,196,3,0,0,0,soporte,medio
9,8.8,5,256,4,0,0,0,soporte,medio
9.8,8.1,3,153,4,0,0,0,mantenimiento,medio
5.2,10,4,221,3,0,0,0,mantenimiento,medio
1.2,9.5,3,236,3,0,0,0,mantenimiento,medio
9.1,6.7,5,137,3,0,0,0,administración,medio
9.9,6.2,4,256,2,0,0,0,informática,medio
4.9,8,4,161,2,0,0,0,informática,medio
9.2,5.1,4,167,3,1,0,0,informática,medio
2.1,8.4,3,194,2,0,0,0,informática,medio
8.9,9,3,231,3,0,0,0,informática,medio
8.4,8.1,4,152,2,1,0,0,desarrollo de producto,medio
7.2,6.8,3,150,3,1,0,0,desarrollo de producto,medio
5.7,4.6,3,207,3,0,0,0,desarrollo de producto,medio
9,6.9,4,172,3,0,0,0,desarrollo de producto,medio
5.9,7.5,2,273,2,0,0,0,informática,alto
9.7,6.9,4,134,3,0,0,0,Investigación,alto
5.6,8.5,3,109,2,0,0,0,Investigación,alto
7.8,5.9,4,124,3,1,0,0,Investigación,alto
6.4,7.2,4,253,4,0,0,0,Investigación,alto
5.8,9,5,224,3,0,0,0,Investigación,alto
6.8,5.8,3,217,2,0,0,0,mercadotecnia,alto
8.2,7.3,3,148,4,0,0,0,ventas,alto
8.3,7.8,5,240,3,0,0,0,contabilidad,alto
4.9,4.9,2,226,3,0,0,0,soporte,alto
5.7,9.5,4,176,3,0,0,0,mantenimiento,alto
6.6,9.3,4,248,3,0,0,0,administración,alto
7.8,6,2,206,2,0,0,0,mercadotecnia,bajo
5.5,8,3,192,3,1,0,0,mercadotecnia,bajo
9.8,6.2,3,140,4,0,0,0,mercadotecnia,bajo
8.9,5.1,4,141,3,0,0,0,ventas,bajo
6.7,8.3,3,220,3,0,0,0,ventas,bajo
10,4.9,4,140,3,0,0,0,ventas,bajo
6.7,4.4,4,194,2,1,0,0,ventas,bajo
2,9.8,2,228,3,0,0,0,ventas,bajo
7.1,8.7,4,238,3,0,0,0,ventas,bajo
6.5,9.1,3,207,3,0,0,0,ventas,bajo
8.2,8.2,4,164,2,0,0,0,ventas,bajo
4.8,8.9,3,224,3,0,0,0,ventas,bajo
9.6,9,4,201,3,0,0,0,ventas,bajo
5.2,6.3,3,171,2,0,0,0,ventas,bajo
2.4,7.8,5,131,5,0,0,0,ventas,bajo
9.2,9.5,6,239,4,0,0,0,ventas,medio
6.6,8.9,3,202,3,1,0,0,ventas,medio
9.3,6.8,3,137,3,1,0,0,ventas,medio
7.7,5.9,4,153,3,0,0,0,ventas,medio
6,4.8,4,219,4,1,0,0,ventas,medio
7.8,4.9,3,194,3,1,0,0,ventas,medio
6,5.3,4,228,3,0,0,0,ventas,medio
3.1,10,4,177,5,0,0,0,contabilidad,medio
4.9,6.8,3,181,3,0,0,0,contabilidad,medio
3.3,9.5,4,280,3,0,0,0,contabilidad,medio
7.6,9.1,3,133,2,0,0,0,recursos humanos,medio
6.5,6.3,3,237,3,0,0,0,recursos humanos,medio
8.8,7.5,5,152,3,0,0,0,recursos humanos,alto
5.2,9.2,5,280,6,1,0,0,recursos humanos,alto
4.8,5,6,253,4,0,0,0,mantenimiento,alto
2,5.9,5,105,4,0,0,0,mantenimiento,alto
9.3,8.4,3,159,3,0,0,0,mantenimiento,alto
5.5,9.2,4,257,2,0,0,0,mantenimiento,alto
7.3,6.4,3,202,4,0,0,0,mantenimiento,alto
5.7,5.6,3,241,3,0,0,0,mantenimiento,alto
6.3,8,3,267,3,0,0,0,mantenimiento,bajo
2.3,8.8,4,175,6,0,0,0,mantenimiento,bajo
9.3,5.3,3,257,2,1,0,0,mantenimiento,bajo
7.8,8.6,4,240,3,0,0,0,mantenimiento,bajo
7.5,7.3,5,181,3,1,0,0,mantenimiento,bajo
6.1,8.2,3,271,3,0,0,0,soporte,bajo
3.6,9.7,5,151,3,0,0,0,soporte,bajo
5.9,6.7,2,168,3,0,0,0,soporte,bajo
7.8,6.3,4,265,3,0,0,0,soporte,medio
9.3,5.3,5,204,2,0,0,0,soporte,medio
6.7,7.2,4,223,3,0,0,0,soporte,medio
5.2,6.3,4,136,2,0,0,0,soporte,medio
6.9,9.5,5,184,2,0,0,0,soporte,medio
2.5,8,5,186,4,1,0,0,soporte,medio
4,4.3,3,128,3,0,0,0,soporte,medio
9.8,8.3,5,211,3,0,0,0,soporte,medio
9.2,8.9,4,236,4,1,0,0,mantenimiento,medio
5.7,9.8,3,214,2,0,0,0,mantenimiento,medio
8.1,5.2,4,274,3,0,0,0,mantenimiento,medio
5.6,6.7,5,165,3,1,0,0,administración,medio
8.6,7.1,5,235,4,0,0,0,informática,medio
7.4,9,4,189,2,0,0,0,informática,medio
5.7,6.1,3,112,5,0,0,0,informática,medio
9,6.4,3,163,3,0,0,0,informática,medio
8,5.7,3,162,2,0,0,0,informática,medio
2.2,8,4,149,5,0,0,0,desarrollo de producto,medio
7.3,8.4,4,238,2,0,0,0,desarrollo de producto,medio
4.8,4.7,3,160,3,0,0,0,desarrollo de producto,medio
5.2,9.4,3,263,3,0,0,0,desarrollo de producto,medio
5.3,7.1,4,271,3,0,0,0,informática,medio
9.7,4.8,4,221,3,0,0,0,Investigación,medio
9.7,5.4,3,255,2,1,0,0,Investigación,alto
5.4,8.8,4,170,4,0,0,0,Investigación,bajo
9.9,7,4,190,4,1,0,0,Investigación,medio
7.9,7.6,4,216,4,0,0,0,Investigación,medio
7.1,5.4,3,249,3,0,0,0,mercadotecnia,medio
8.2,7.6,3,174,3,0,0,0,ventas,medio
6,7,4,265,4,1,0,0,contabilidad,medio
1.7,8.8,2,206,4,0,0,0,soporte,medio
7.3,6,4,222,3,0,0,0,mantenimiento,medio
6.9,5.4,5,152,3,1,0,0,administración,medio
8.6,6.1,4,221,2,0,0,0,mercadotecnia,medio
6.7,5.5,5,239,2,0,0,0,mercadotecnia,medio
2.5,9.6,6,217,4,0,0,0,mercadotecnia,bajo
6.5,6.6,3,164,2,0,0,0,ventas,bajo
8.1,5.6,3,142,3,0,0,0,ventas,bajo
5.8,5.3,4,181,3,1,0,0,ventas,bajo
1.4,5.7,4,207,5,0,0,0,ventas,bajo
1.5,3.7,2,167,3,0,0,0,ventas,bajo
9.8,5.1,3,243,2,0,0,0,ventas,bajo
9.1,5,4,231,3,0,0,0,ventas,alto
8.6,7.1,4,250,3,1,0,0,ventas,bajo
5.6,6.3,3,145,2,0,0,0,ventas,alto
5.8,7.7,4,190,6,0,0,0,ventas,alto
5.4,6.4,2,128,2,0,0,0,ventas,bajo
5.9,9.9,5,254,3,1,0,0,ventas,bajo
9.2,8.8,3,145,4,1,0,0,ventas,alto
8.2,8,4,246,3,0,0,0,ventas,bajo
8.6,6.8,5,246,2,0,0,0,ventas,medio
6.6,7.7,5,236,3,0,0,0,ventas,alto
8.5,6.6,3,234,3,0,0,0,ventas,medio
8,6,3,247,2,0,0,0,ventas,medio
9.9,6.1,3,154,3,0,0,0,ventas,medio
2.5,4.5,3,228,5,0,0,0,contabilidad,medio
9.3,9.9,4,209,3,1,0,0,contabilidad,alto
5,5.4,5,173,2,0,0,0,contabilidad,medio
6.8,7.1,4,206,2,0,0,0,recursos humanos,medio
6.2,8.7,3,151,2,1,0,0,recursos humanos,medio
9.9,5.4,4,196,4,1,0,0,recursos humanos,alto
9.3,5.2,3,229,2,1,0,0,recursos humanos,medio
2,7.5,3,235,4,0,0,0,mantenimiento,alto
5.8,6.1,4,200,3,0,0,0,mantenimiento,bajo
9.4,7.6,4,261,6,0,0,0,mantenimiento,medio
1.8,5.4,4,165,3,0,0,0,mantenimiento,medio
1.8,6.2,3,165,4,0,0,0,mantenimiento,medio
7,7.4,5,255,2,0,0,0,mantenimiento,medio
9.3,9.2,5,185,5,0,0,0,mantenimiento,bajo
5,7.6,4,229,3,1,0,0,mantenimiento,bajo
5.4,7.1,3,153,3,0,0,0,mantenimiento,bajo
7.4,6.3,4,238,2,0,0,0,mantenimiento,bajo
6.6,6.7,3,199,2,0,0,0,mantenimiento,bajo
6.1,8.7,3,185,2,1,0,0,soporte,bajo
7.4,9.8,3,196,6,1,0,0,soporte,bajo
4.8,5.1,4,201,4,0,0,0,soporte,bajo
6.5,8.4,3,189,2,1,0,0,soporte,bajo
9.4,4.9,2,250,5,0,0,0,soporte,bajo
9.1,7.9,4,254,2,0,0,0,soporte,alto
8.7,6.5,3,212,3,1,0,0,soporte,bajo
2.3,7.9,5,196,5,1,0,0,soporte,bajo
4,7.3,4,146,3,0,0,0,soporte,bajo
6.8,8.5,3,250,3,0,0,0,soporte,bajo
9.5,8.8,3,266,2,1,0,0,soporte,alto
6.3,9.6,4,133,2,0,0,0,mantenimiento,bajo
4.7,5.3,4,181,3,0,0,0,mantenimiento,bajo
2,5,6,282,6,1,0,0,mantenimiento,bajo
7.2,8.4,2,173,2,1,0,0,administración,alto
5.6,5.7,5,237,2,0,0,0,informática,bajo
7,7.4,3,202,2,0,0,0,informática,medio
5.9,8.2,3,162,2,0,0,0,informática,alto
7.8,9.6,3,248,3,0,0,0,informática,medio
6.2,6.4,3,165,3,0,0,0,informática,alto
7.1,6.1,2,216,2,0,0,0,desarrollo de producto,medio
7.2,4.5,4,143,6,0,0,0,desarrollo de producto,medio
7.6,7.7,3,254,3,0,0,0,desarrollo de producto,medio
8.3,5.6,3,186,3,0,0,0,desarrollo de producto,medio
9.2,9.9,4,245,4,0,0,0,informática,medio
6.7,7.7,3,157,3,0,0,0,Investigación,medio
5.6,4.5,3,184,3,0,0,0,Investigación,medio
9.1,6.3,4,210,3,0,0,0,Investigación,medio
5.6,8.6,4,137,2,1,0,0,Investigación,alto
7.2,9.5,3,145,2,0,0,0,Investigación,bajo
5.6,8.6,4,181,3,0,0,0,mercadotecnia,medio
9.2,5.6,3,174,3,0,0,0,ventas,medio
7.4,8.8,5,183,3,1,0,0,contabilidad,medio
8.8,8.4,4,171,4,1,0,0,soporte,medio
6.9,7.2,2,190,2,0,0,0,mantenimiento,medio
8.7,7.8,4,142,3,0,0,0,administración,medio
9.8,5,3,198,3,0,0,0,mercadotecnia,medio
9,6.1,3,185,3,0,0,0,mercadotecnia,medio
4.9,8.7,4,171,3,1,0,0,mercadotecnia,medio
7.8,5.7,4,264,3,0,0,0,ventas,alto
5.8,9.8,3,175,3,0,0,0,ventas,bajo
9.1,8.8,5,210,2,1,0,0,ventas,bajo
9.2,7.5,4,212,3,0,0,0,ventas,bajo
3.6,6.6,4,97,2,0,0,0,ventas,alto
5.5,5.3,4,214,3,0,0,0,ventas,bajo
9.5,9.6,4,244,3,0,0,0,ventas,bajo
5,6.7,3,246,3,0,0,0,ventas,bajo
4.2,7.3,3,115,6,0,0,0,ventas,alto
7.5,6.8,3,237,5,0,0,0,ventas,bajo
8.8,7,4,146,4,0,0,0,ventas,bajo
5.3,6.3,5,159,4,0,0,0,ventas,bajo
8.4,4,4,246,3,0,0,0,ventas,bajo
4.9,9.3,3,226,3,0,0,0,ventas,bajo
7.1,9.1,3,261,3,0,0,0,ventas,bajo
8.3,6.4,4,242,2,0,0,0,ventas,bajo
8.8,9.3,4,177,3,0,0,0,ventas,medio
8.7,5.3,4,144,3,0,0,0,ventas,medio
4.3,8.2,2,221,5,0,0,0,ventas,medio
8,9,5,265,3,0,0,0,contabilidad,medio
3.2,6.7,5,224,4,1,0,0,contabilidad,medio
7.7,5.6,3,167,4,0,0,0,contabilidad,medio
9.7,7.7,3,245,3,0,0,0,recursos humanos,medio
9.8,6.3,4,232,2,0,0,0,recursos humanos,medio
6.2,6.4,5,229,2,0,0,0,recursos humanos,medio
5.3,9.4,4,128,6,0,0,0,recursos humanos,medio
9.3,4.9,3,211,2,0,0,0,mantenimiento,medio
5.1,9.1,4,194,2,0,0,0,mantenimiento,medio
7.6,7.6,4,214,3,0,0,0,mantenimiento,alto
6.9,8.9,3,216,4,0,0,0,mantenimiento,bajo
5.8,6,4,222,3,0,0,0,mantenimiento,medio
9.8,7.7,4,144,4,0,0,0,mantenimiento,medio
